Date,Close,High,Low,Open,Volume
1986-03-26,0.057906147092580795,0.05843736251509149,0.05578128540253804,0.056312500825048725,22752000
1986-03-27,0.058968573808670044,0.058968573808670044,0.05790614303803921,0.05790614303803921,16848000
1986-03-31,0.05843735858798027,0.05896857397479219,0.057374927814356436,0.05896857397479219,12873600
1986-04-01,0.057906147092580795,0.05843736251509149,0.057906147092580795,0.05843736251509149,11088000
1986-04-02,0.05843735858798027,0.059499789361604105,0.05790614320116835,0.05790614320116835,27014400
1986-04-03,0.058968573808670044,0.0605622199646163,0.058968573808670044,0.058968573808670044,23040000
1986-04-04,0.058968573808670044,0.059499789193985464,0.058968573808670044,0.058968573808670044,26582400
1986-04-07,0.057906147092580795,0.05949979336011287,0.05684371624755942,0.05896857793760218,16560000
1986-04-08,0.05843735858798027,0.059499789361604105,0.05790614320116835,0.05790614320116835,10252800
1986-04-09,0.059499796479940414,0.060031011930304995,0.05843736557921126,0.05843736557921126,12153600
1986-04-10,0.0600309856235981,0.060562200841174176,0.05843733997086986,0.059499770406022015,13881600
1986-04-11,0.06109343841671944,0.062156480247156316,0.060562223004737896,0.060562223004737896,17222400
1986-04-14,0.06162464618682861,0.0621564725393339,0.061093430840721365,0.061093430840721365,12153600
1986-04-15,0.06162464618682861,0.06162464618682861,0.05949978480239963,0.06162464618682861,9302400
1986-04-16,0.06375012546777725,0.06428134087129832,0.06109343744370781,0.06162465284722888,31910400
1986-04-17,0.06428135186433792,0.06428135186433792,0.06375013636997132,0.06375013636997132,22003200
1986-04-18,0.062156494706869125,0.0642813568491104,0.06162466816469285,0.0642813568491104,21628800
1986-04-21,0.062156494706869125,0.06268771024242945,0.06056223709357221,0.06215649470686912,22924800
1986-04-22,0.06109343841671944,0.062156480247156316,0.06109343841671944,0.062156480247156316,15552000
1986-04-23,0.061359040439128876,0.061624650410260634,0.06056221964523269,0.06109343502774666,15609600
1986-04-24,0.06746863573789597,0.06853106658344703,0.06109343965810338,0.0613590450896162,62352000
1986-04-25,0.07171899080276489,0.07464067875021133,0.06799987076464872,0.06799987076464872,85795200
1986-04-28,0.07225019484758377,0.07278141033872394,0.07118715285873854,0.07171897935644359,28886400
1986-04-29,0.07012471556663513,0.07225018834651065,0.06959350012329373,0.07225018834651065,30326400
1986-04-30,0.06853107362985611,0.0706559355394379,0.06693742719766976,0.07012472006204246,30902400
1986-05-01,0.06746863573789597,0.06853106658344703,0.06640620489234492,0.06853106658344703,54345600
1986-05-02,0.06746863573789597,0.06853106658344703,0.06693742031512044,0.06746863573789597,20246400
1986-05-05,0.0669374093413353,0.06746862467702286,0.0669374093413353,0.06746862467702286,3254400
1986-05-06,0.06746863573789597,0.06853106658344703,0.06746863573789597,0.06746863573789597,9734400
